report_date,report_month,user_id,current_cc_id,current_cc_name,current_cc_group,current_assigned_time,first_cc_id,first_cc_name,first_assigned_time,assign_count,is_reassigned,lead_source_raw,has_trial_booked,trial_count,first_trial_time,latest_trial_time,latest_trial_status,is_cancelled,is_absent,is_attended,outbound_call_count,connected_call_count,effective_connected_call_count,short_call_count_lt20s,total_connected_duration_sec,distinct_call_days,distinct_call_time_slots,first_call_time,last_call_time,last_call_duration_sec,post_class_call_within_6h,post_class_call_after_6h,is_ordered,order_id,order_time,processed_time,paid_amount,package_name,payment_method,closed_sales_name,closed_sales_group,lead_quality_category,lead_quality_reason,lead_quality_confidence,final_status,data_join_status,missing_data_flags
2026-04-29,2026-04,62250480,4123057,,,2026-04-21T17:47:43+08:00,4123057,,2026-04-21T17:47:43+08:00,1,0,CC人工改派,0,0,,,,0,0,0,1,1,1,0,58,1,1,2026/4/21 20:39,2026/4/21 20:39,58,0,0,0,,,,,,,,,valid_lead,has_order_attendance_or_effective_call,medium,no_booking,joined_by_user_id_only,missing_trial|missing_order
2026-04-29,2026-04,62257333,4121807,,,2026-04-22T23:18:03+08:00,4121807,,2026-04-22T23:18:03+08:00,1,0,CC人工改派,0,0,,,,0,0,0,1,1,1,0,640,1,1,2026/4/22 23:19,2026/4/22 23:19,640,0,0,0,,,,,,,,,valid_lead,has_order_attendance_or_effective_call,medium,no_booking,joined_by_user_id_only,missing_trial|missing_order
2026-04-29,2026-04,62274473,4123061,,,2026-04-22T20:27:41+08:00,4123061,,2026-04-22T20:27:41+08:00,1,0,CC人工改派,0,0,,,,0,0,0,1,1,1,0,480,1,1,2026/4/22 21:12,2026/4/22 21:12,480,0,0,0,,,,,,,,,valid_lead,has_order_attendance_or_effective_call,medium,no_booking,joined_by_user_id_only,missing_trial|missing_order
2026-04-29,2026-04,62312846,4123061,,,2026-04-22T20:25:28+08:00,4123061,,2026-04-22T20:25:28+08:00,1,0,CC人工改派,0,0,,,,0,0,0,1,1,0,1,16,1,1,2026/4/22 22:30,2026/4/22 22:30,16,0,0,0,,,,,,,,,unknown,insufficient_contact_attempts,low,no_booking,joined_by_user_id_only,missing_trial|missing_order
2026-04-29,2026-04,62316999,4121806,,,2026-04-21T17:49:35+08:00,4121806,,2026-04-21T17:49:35+08:00,1,0,CC人工改派,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,unknown,data_missing_or_insufficient,low,no_booking,joined_by_user_id_only,missing_trial|missing_call|missing_order
2026-04-29,2026-04,62319337,4122734,,,2026-04-21T17:49:21+08:00,4122734,,2026-04-21T17:49:21+08:00,1,0,CC人工改派,0,0,,,,0,0,0,1,1,1,0,64,1,1,2026/4/22 21:24,2026/4/22 21:24,64,0,0,0,,,,,,,,,valid_lead,has_order_attendance_or_effective_call,medium,no_booking,joined_by_user_id_only,missing_trial|missing_order
2026-04-29,2026-04,62324315,4123061,,,2026-04-20T22:56:44+08:00,4123061,,2026-04-20T22:56:44+08:00,1,0,CC人工改派,0,0,,,,0,0,0,1,0,0,0,0,1,1,2026/4/21 0:54,2026/4/21 0:54,0,0,0,0,,,,,,,,,unknown,insufficient_contact_attempts,low,no_booking,joined_by_user_id_only,missing_trial|missing_order
2026-04-29,2026-04,62329360,4121807,,,2026-04-21T17:10:56+08:00,4121807,,2026-04-21T17:10:56+08:00,1,0,CC人工改派,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,unknown,data_missing_or_insufficient,low,no_booking,joined_by_user_id_only,missing_trial|missing_call|missing_order
2026-04-29,2026-04,62345051,4121807,,,2026-04-21T17:09:57+08:00,4121807,,2026-04-21T17:09:57+08:00,1,0,CC人工改派,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,,,,,,unknown,data_missing_or_insufficient,low,no_booking,joined_by_user_id_only,missing_trial|missing_call|missing_order
2026-04-29,2026-04,62350986,4123060,,,2026-04-21T17:48:29+08:00,4123060,,2026-04-21T17:48:29+08:00,1,0,CC人工改派,0,0,,,,0,0,0,1,1,1,0,208,1,1,2026/4/21 20:44,2026/4/21 20:44,208,0,0,0,,,,,,,,,valid_lead,has_order_attendance_or_effective_call,medium,no_booking,joined_by_user_id_only,missing_trial|missing_order
